DISTRICT,WARD ,VILLAGE ,LATITUDE (Y),LONGITUDE (X),YEAR,HH_SERVED,FUNCTIONAL_STATE,PUMP_TYPE,OUTLETS,SOAK_AWAY_PIT,PROTECTED,DATE OF LAST VISIT,VPM_VISITS/YEAR,BH_COMMITTEE,SEASONALITY,AQUIFER_YIELD,BH_DEPTH ,PALATABILITY,TOTAL _DISSOLVED -SOLIDS
Makoni,3,Taimu,-17.9080069,32.3964973,1982,30,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/04/01,2,Non-existent,Perennial,0.876582364,34,TRUE,415
Makoni,3,Mukuta,-17.8801328,32.4107986,1980,11,Partially Functional,Bush Pump Type A,1,FALSE,No,2023/04/02,6,Functional,Perennial,37,81,TRUE,217
Makoni,3,Vherende,-17.8620386,32.4586743,1986,16,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/29,6,Functional,Perennial,40,41,TRUE,94
Makoni,3,Ngurunda,-17.924355,32.4165223,1986,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/01,3,Functional,Perennial,32,108,FALSE,732
Makoni,3,Mukuta,-17.8684762,32.4164914,1980,42,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/01/17,4,Functional,Perennial,17,99,TRUE,392
Makoni,3,Vherende,-17.8648153,32.4890302,1986,23,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/25,4,Functional,Perennial,41,76,TRUE,457
Makoni,3,Mupfunde,-17.9044293,32.4527874,1987,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/25,4,Functional,Perennial,15,103,TRUE,347
Makoni,3,Pitori,-17.8714182,32.3843362,1989,40,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2023/02/26,3,Non-Functional,Perennial,26,104,TRUE,388
Makoni,3,Huta,-17.9407816,32.4662581,1987,10,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/07,6,Functional,Perennial,0.011019736,40,TRUE,68
Makoni,3,Mupfunde,-17.8978506,32.4563408,1987,20,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/10/22,1,Non-functional ,Perennial,0.808591119,65,TRUE,255
Makoni,3,Ngurunda,-17.9267328,32.3989606,1986,23,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/09/02,1,Non-existent,Perennial,10,79,TRUE,479
Makoni,3,Masiiwa,-17.9886651,32.4801096,1986,30,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/01/28,1,Non-functional ,Perennial,0.244138581,79,TRUE,321
Makoni,3,Kuruchengera,-17.8244131,32.4487336,1984,24,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/29,4,Functional,Perennial,0.123060088,27,TRUE,398
Makoni,3,Tapfumaneyi,-17.8412221,32.4229948,1987,38,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/13,3,Functional,Perennial,24,76,TRUE,175
Makoni,3,Regai Wadaro,-17.9421412,32.4422182,1970,15,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/20,3,Functional,Seasonal,43,51,TRUE,566
Makoni,3,Nyakatsari,-17.970131,32.4563314,1986,10,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/23,3,Functional,Perennial,26,37,TRUE,455
Makoni,3,Taruvinga,-17.9912808,32.4897717,2015,15,Partially Functional,Rope and Washer,1,FALSE,Yes,2023/04/19,3,Non-existent,Perennial,12,76,TRUE,187
Makoni,3,Chamhere .,-18.0033404,32.4113414,1988,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/12,3,Functional,Perennial,6,54,TRUE,251
Makoni,3,Masiiwa,-17.9873271,32.4879419,1988,38,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/03,2,Functional,Perennial,0.664019121,54,TRUE,104
Makoni,3,Maondera,-17.9387313,32.4320922,1988,23,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/29,4,Functional,Perennial,20,30,TRUE,501
Makoni,3,Nyakadzumbu,-17.3224333,32.4626218,1997,20,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/20,2,Functional,Perennial,31,26,TRUE,327
Chimanimani,8,Chishakwe,-19.711745,32.4278121,1982,23,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/03/14,2,Functional,Perennial,13,103,TRUE,45
Chimanimani,8,Chishakwe,-19.7916062,32.4322735,1983,17,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/24,2,Functional,Seasonal,15,60,TRUE,180
Mutare,24,Murai,-19.417578,32.3447916,2001,10,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/17,5,Functional,Perennial,33,53,TRUE,477
Mutare,22,Nyamukunda Village5,-19.3557447,32.6803818,1990,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/03,6,Functional,Perennial,30,111,TRUE,311
Makoni,26,Chikwenha,-18.7519173,32.014314,2014,12,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2023/02/20,5,Functional,Perennial,7,47,TRUE,412
Makoni,26,Dzuda,-18.6947392,32.1115129,1992,58,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/04,5,Functional,Perennial,39,109,TRUE,593
Makoni,26,Dekeya,-18.7571297,32.1127042,1992,40,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/10/19,1,Non-functional ,Seasonal,0.276231523,94,FALSE,889
Makoni,26,Chakuma,-18.7512309,32.119858,1986,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/15,4,Functional,Seasonal,0.669889161,109,TRUE,364
Makoni,26,Chimene,-18.7504102,32.0970049,1986,22,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/06/01,3,Functional,Seasonal,0.077106013,76,FALSE,988
Makoni,26,Chakuma,-18.7193481,32.1194643,1990,30,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/01/09,1,Non-functional ,Seasonal,0.352609473,80,TRUE,591
Makoni,26,Chimbondi,-18.7294514,32.0831203,2001,53,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/25,1,Non-Functional,Seasonal,0.603892074,52,FALSE,646
Makoni,26,Chakuma,-18.7383619,32.1242003,2013,40,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/15,6,Functional,Perennial,43,43,TRUE,554
Makoni,26,Chinembiri,-18.7319156,32.018732,1972,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/29,1,Non-Functional,Perennial,5,56,TRUE,29
Makoni,30,Mutete,-18.9272186,32.1134668,1992,56,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/04,2,Functional,Perennial,13,73,TRUE,292
Chipinge,15,Mugondi,-20.53522345,32.53251247,2015,50,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/15,3,Functional,Perennial,31,63,TRUE,495
Chipinge,17,Konondeya,-20.3433324,32.4342119,1953,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/21,3,Functional,Perennial,0.011778116,104,TRUE,153
Chipinge,17,Mbiri C 1 Nyagadza,-20.52013,32.4688557,2020,26,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/04,2,Functional,Perennial,41,49,TRUE,80
Chipinge,17,Mukwakwami .,-20.4421349,32.47481,1970,19,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/03/29,3,Functional,Perennial,0.992329681,114,TRUE,77
Makoni,15,Chenge,-18.6549506,31.9706642,1990,8,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/01/27,3,Non-Functional,Perennial,0.76732956,50,FALSE,846
Nyanga,11,Mutanga,-17.7941599,32.9718772,2015,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/24,1,Non-Functional,Perennial,26,45,TRUE,187
Nyanga,11,Champambauka,-17.8041672,32.960399,2005,60,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/07,6,Functional,Perennial,30,83,TRUE,533
Chimanimani,8,Mutsiyo,-19.800443,32.405329,1990,15,Fully Functional,Bush Pump Type B,1,TRUE,No,2022/10/28,2,Functional,Perennial,34,64,FALSE,834
Chimanimani,8,Mutsiyo,-19.815832,32.4187467,2016,18,Partially Functional,Bush Pump Type B,1,TRUE,No,2023/04/05,4,Functional,Perennial,0.027592836,59,TRUE,318
Chipinge,17,Siyakisa,-20.4510116,32.535615,2005,12,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/18,2,Functional,Perennial,0.145924833,58,FALSE,646
Chipinge,4,Bamhamire,-20.0807254,32.4217317,1982,15,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/05,1,Functional ,Seasonal,0.723081874,51,TRUE,291
Chipinge,4,Marwendo,-20.1018,32.467133,1988,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/19,2,Functional,Seasonal,0.41349218,114,TRUE,24
Chipinge,4,Hwapera,-20.1157691,32.4191514,1988,34,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/02,4,Functional,Seasonal,0.736245486,86,TRUE,523
Chipinge,4,Bamhamire,-20.1002604,32.4101014,1988,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/06/01,4,Functional,Perennial,23,74,TRUE,498
Chipinge,4,Bamhamire,-20.0930732,32.417728,1997,45,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/27,6,Functional,Perennial,0.21533511,38,TRUE,321
Chipinge,4,Marwendo,-20.0945739,32.4556379,1982,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/24,5,Functional,Perennial,38,62,TRUE,587
Chipinge,4,Bamhamire,-20.0301309,32.4155354,1983,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/17,5,Functional,Perennial,20,59,TRUE,113
Nyanga,11,Mutukumira,-17.2723549,33.0001418,2001,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/11,3,Functional,Perennial,9,52,TRUE,384
Nyanga,11,Bariri,-17.77413,33.0077573,1990,15,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/25,4,Functional,Perennial,37,39,TRUE,52
Nyanga,11,Bariri,-17.7690255,33.0002738,2014,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/02,5,Functional,Perennial,34,31,TRUE,13
Nyanga,11,Mutukumira,-17.7251229,32.9453123,1992,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/19,4,Functional,Perennial,5,77,TRUE,255
Nyanga,11,Nyazenga,-17.7740632,33.0124459,1992,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/03,3,Non-existent,Seasonal,0.54900272,114,FALSE,993
Nyanga,11,Chatindo,-17.7712474,32.1821,1986,18,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/21,3,Functional,Seasonal,24,29,TRUE,447
Nyanga,11,Nyamutenha,-17.7592756,33.0205473,1986,16,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/16,2,Functional ,Perennial,8,76,TRUE,347
Nyanga,11,Mazumba,-17.755121,33.0012967,1990,60,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/11,3,Functional ,Perennial,28,41,TRUE,463
Makoni,2,Village 54,-17.7126756,32.360975,2001,5,Partially Functional,Bush Pump Type B,1,FALSE,No,2022/04/17,2,Non-existent,Perennial,0.209722942,84,TRUE,571
Makoni,2,Village  65,-17.7808294,32.3849268,2013,23,Partially Functional,National Pump,1,FALSE,Yes,2023/04/07,3,Functional,Seasonal,0.314984472,107,TRUE,583
Makoni,2,Village 69,-17.815829,32.379279,1972,13,Partially Functional,Rope and Washer,1,FALSE,Yes,2023/04/10,4,Functional,Perennial,22,113,TRUE,442
Chipinge,7,Lettisville Committee Of 7,-20.1125452,32.2330327,1992,14,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/02,6,Functional,Perennial,29,69,TRUE,78
Makoni,2,Village 69,-17.8056794,32.3690607,2015,28,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/13,2,Functional,Perennial,23,56,TRUE,96
Makoni,2,Village 64,-17.7824266,32.4045033,1953,48,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/06,1,Non-existent,Perennial,31,25,TRUE,10
Makoni,2,Village 59,-17.7354252,32.38242,2020,16,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/22,4,Functional,Perennial,12,40,TRUE,169
Makoni,2,Village 66,-17.7884477,32.3583534,1970,55,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/13,2,Functional,Perennial,0.820419282,44,TRUE,296
Makoni,2,Village 72,-17.8396119,32.3731381,1990,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/25,2,Functional,Perennial,22,86,TRUE,260
Makoni,2,Village 55,-17.700786,32.3844208,2015,13,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/24,6,Functional,Perennial,0.229923066,93,TRUE,139
Makoni,2,Village 27,-17.7850021,32.2832431,2005,32,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/01,3,Non-Functional,Perennial,0.238758454,69,TRUE,446
Makoni,2,Village 55,-17.7094653,32.3822523,1990,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/02,4,Functional,Perennial,38,81,TRUE,418
Makoni,2,Village  58,-17.7279389,32.4008355,2016,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/17,4,Functional,Perennial,16,65,TRUE,400
Makoni,2,Village 53,-17.7682758,32.3133226,2005,25,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/02/12,3,Non-existent,Seasonal,0.393932969,35,TRUE,538
Makoni,2,Village 79,-17.7543918,32.4555736,1982,11,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/13,5,Functional,Perennial,0.791929223,59,TRUE,565
Makoni,2,Village 73,-17.8301577,32.4158454,1983,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/28,3,Functional,Perennial,0.941429239,101,FALSE,964
Makoni,2,Village 53,-17.7359804,32.3385219,1995,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/03,5,Functional,Perennial,28,60,TRUE,189
Makoni,2,Village28,-17.7572493,32.3442966,2013,25,Partially Functional,Rope and Bucket,1,TRUE,Yes,2022/07/04,2,Non-existent,Seasonal,29,95,TRUE,589
Makoni,2,Village 68,-17.8168839,32.3524066,1983,20,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/25,6,Functional,Seasonal,35,71,TRUE,500
Makoni,2,Village 32,-17.8159462,32.3149173,2013,23,Non-Functional,Rope and Bucket,1,FALSE,Yes,2023/02/27,3,Non-existent,Perennial,0.858323544,108,TRUE,353
Makoni,2,Village 59,-17.7323118,32.3784079,1982,10,Fully Functional,National Pump,1,FALSE,No,2022/11/20,2,Non-existent,Seasonal,0.580705635,26,FALSE,915
Makoni,2,Vill 60,-17.7526987,32.3881487,1985,12,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/02/10,4,Functional,Seasonal,16,54,TRUE,357
Makoni,2,Village 59,-17.7252495,32.4278315,1982,12,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/02/22,1,Non-existent,Seasonal,45,107,TRUE,60
Makoni,2,Village 31,-17.7973057,32.3018831,1982,58,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/05,4,Functional,Perennial,6,109,TRUE,18
Makoni,2,Village 70,-17.8636658,32.3559179,1981,40,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/12/29,2,Non-Functional,Seasonal,12,102,TRUE,126
Makoni,2,Village 30,-17.7778924,32.3271789,1982,33,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/10,1,Non-existent,Perennial,0.5333086,97,TRUE,454
Makoni,2,Village 32,-17.8321629,32.3008105,1982,10,Partially Functional,Bush Pump Type A,1,FALSE,No,2022/01/12,2,Non-existent,Perennial,9,79,TRUE,486
Makoni,2,Village 66,-17.7870817,32.3588796,2000,13,Non-Functional,Mono Pump,1,FALSE,Yes,2022/06/18,1,Non-existent,Seasonal,14,88,FALSE,990
Makoni,2,Village 66,-17.7854049,32.3673341,1988,12,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/10,6,Functional,Perennial,1,30,TRUE,513
Makoni,2,Village 53,-17.8166699,32.3797576,1988,12,Partially Functional,Bush Pump Type C,1,FALSE,Yes,2023/05/29,3,Functional,Seasonal,0.131230203,81,TRUE,15
Makoni,2,Village 61,-17.7692601,32.3572683,1988,60,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/24,3,Non-Functional,Perennial,9,96,TRUE,483
Makoni,2,Village 32,-17.8147143,32.3112457,1997,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/03,2,Functional,Perennial,14,50,TRUE,440
Makoni,2,Village 79,-17.752461,32.451212,1988,18,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/20,2,Functional,Perennial,26,52,TRUE,507
Makoni,2,29,-17.2524344,32.4441405,1988,18,Partially Functional,National Pump,1,TRUE,Yes,2022/08/28,1,Non-Functional,Perennial,0.407403063,45,FALSE,965
Makoni,2,Village 28,-17.7607474,32.2915861,1988,27,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/06,2,Non-existent,Seasonal,13,104,TRUE,450
Makoni,2,Village 65,-17.780833,32.3849546,1997,30,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/02,4,Functional,Perennial,16,110,TRUE,420
Mutare,22,Nyamukunda Village 4,-19.3389117,32.6650536,1982,28,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/05,6,Functional,Perennial,28,78,TRUE,334
Makoni,2,Village 56,-17.7093415,32.411086,1983,35,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/27,6,Functional,Perennial,46,90,TRUE,359
Makoni,2,Village 58,-17.7214347,32.4128882,2001,7,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/04,5,Functional,Perennial,14,70,TRUE,308
Makoni,2,Village 62,-17.7772542,32.3388944,1990,57,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/19,4,Functional,Perennial,32,78,TRUE,183
Makoni,2,Village 71,-17.8587149,32.3827619,2014,7,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/12,3,Non-existent,Seasonal,45,38,TRUE,177
Makoni,2,Village 73,-17.8213494,32.406092,1992,25,Partially Functional,Rope and Washer,1,FALSE,No,2022/03/02,2,Functional,Perennial,33,64,FALSE,707
Makoni,2,Village 61,-17.7619687,32.3524116,1992,10,Non-Functional,Rope and Washer,1,TRUE,Yes,2022/09/16,2,Non-existent,Perennial,33,61,TRUE,329
Chipinge,24,Madhuku 1,-20.730259,32.3595631,1986,60,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/06,6,Functional,Perennial,0.468102126,66,TRUE,346
Chipinge,24,Mwanyisa,-20.7402476,32.351312,1986,9,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/10,2,Functional,Perennial,15,69,TRUE,194
Chimanimani,8,Nyanhanda,-19.7422676,32.4580669,1990,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/23,4,Functional,Perennial,35,44,TRUE,40
Chimanimani,8,Matiashe,-19.7642606,32.4401062,2001,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/27,5,Functional,Seasonal,5,48,FALSE,842
Chimanimani,8,Dirikwe,-19.7148015,32.4142011,2013,19,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/05,3,Functional,Perennial,42,45,TRUE,377
Chimanimani,8,Nyanhanda,-19.7491659,32.4530374,1972,62,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/18,6,Functional,Seasonal,0.562693098,64,TRUE,408
Chimanimani,8,Makotamo,-19.725038,32.4333116,1992,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/24,6,Functional,Perennial,0.109662736,59,TRUE,33
Chipinge,17,Gadzingo,-20.3813911,32.5356682,2015,9,Fully Functional,National Pump,1,FALSE,No,2023/02/27,6,Functional,Seasonal,0.486611546,30,TRUE,118
Chimanimani,5,Chibuwe,-19.6846196,32.4808145,1953,62,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/13,3,Functional,Perennial,50,89,TRUE,489
Chipinge,17,Tonhechawa .,-20.4158,32.490456,2020,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/29,2,Functional,Perennial,5,88,TRUE,196
Chipinge,17,Mbiri  C 2 Nyagadza.,-20.5066669,32.460702,1970,45,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/15,6,Functional,Perennial,29,23,TRUE,157
Buhera,26,Mupendami,-19.7907491,32.0215621,1990,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/07,2,Non-Functional,Perennial,22,112,TRUE,517
Mutare,22,Gwaku G Block,-19.3609695,32.6287417,2015,46,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/25,5,Functional,Perennial,34,81,FALSE,744
Mutare,22,Gwaku H,-19.3798499,32.6200872,2005,28,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/18,5,Functional,Perennial,25,75,TRUE,321
Mutare,22,Gwarada  VillageA,-19.3308459,32.5172555,1990,63,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/02,6,Functional,Perennial,25,38,TRUE,322
Mutare,22,Chemwanyisa 8,-19.3645207,32.7610436,2016,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/01/09,3,Non-existent,Perennial,40,113,FALSE,624
Mutare,22,Gwaku F Block,-19.3683408,32.623288,2005,37,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/08,5,Functional,Perennial,19,113,FALSE,603
Mutare,22,Gotai C,-19.2865234,32.6580031,1982,52,Fully Functional,Bush Pump Type A,2,FALSE,Yes,2022/05/07,2,Functional,Perennial,39,28,TRUE,254
Chimanimani,8,Makotamo,-19.778487,32.4215,1988,15,Fully Functional,Bush Pump Type B,1,TRUE,No,2023/01/23,3,Functional,Perennial,19,86,TRUE,23
Chimanimani,8,Makotamo,-19.7676323,32.4284796,1988,41,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/09,5,Functional,Perennial,26,78,TRUE,384
Chimanimani,8,Chishakwe,-19.8014604,32.4204581,1988,31,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/21,6,Functional,Perennial,50,47,TRUE,419
Chimanimani,8,Nyanhanda,-19.7582221,32.4498355,1997,15,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/09/02,1,Functional ,Seasonal,0.143709817,52,TRUE,594
Chimanimani,8,Matiashe,-19.7392753,32.4739091,1982,25,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/16,3,Functional ,Perennial,27,95,TRUE,585
Chimanimani,8,Matiashe,-19.7627306,32.435139,1983,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/01,5,Functional,Perennial,8,83,TRUE,465
Mutare,22,Gwaku I,-19.3590925,32.605717,2001,47,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/22,6,Functional,Perennial,45,115,TRUE,421
Chimanimani,8,Masasi,-19.8165267,32.4288966,1990,36,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/03,2,Functional,Perennial,46,104,TRUE,235
Chimanimani,8,Nyanhanda,-19.7543535,32.442527,2014,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/02,5,Functional,Perennial,38,87,TRUE,476
Chimanimani,8,Pedzana,-19.7821018,32.3986102,1992,49,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/11,6,Functional,Perennial,0.117559544,22,FALSE,688
Chimanimani,8,Dirikwe,-19.781727,32.41326,1992,17,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/27,3,Functional,Perennial,0.355903204,105,TRUE,54
Chimanimani,8,Chishakwe,-19.7138276,32.42311,1986,13,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/02,2,Functional,Perennial,46,88,TRUE,397
Nyanga,2,Mangezi,-17.5317265,32.8116956,1986,34,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/10,3,Functional,Perennial,41,110,TRUE,516
Nyanga,2,Mangezi,-17.530837,32.8112329,1990,34,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/25,4,Functional,Seasonal,0.29176917,61,TRUE,408
Nyanga,2,Mangezi,-17.5356048,32.8178255,2001,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/29,5,Functional,Perennial,4,24,TRUE,231
Nyanga,2,Taibo,-17.4279746,32.760147,2013,18,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/25,3,Non-existent,Seasonal,0.013829895,49,FALSE,744
Nyanga,2,Samakande,-17.47176,32.801525,1972,12,Fully Functional,Submersible Pump,1,FALSE,Yes,2023/01/31,5,Functional,Seasonal,7,73,TRUE,48
Nyanga,2,Samakande,-17.4712106,32.7776369,1992,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/03,1,Non-existent,Seasonal,0.067545941,105,FALSE,865
Nyanga,2,Koromora,-17.45142,32.8178267,2015,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/04,6,Functional,Seasonal,0.485492569,86,TRUE,451
Nyanga,2,Mangezi,-17.5359603,32.8278965,1953,31,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/21,6,Functional,Perennial,2,39,TRUE,587
Nyanga,2,Mangezi,-17.5370175,32.8045684,2020,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/16,1,Non-existent,Seasonal,0.056120987,38,TRUE,181
Nyanga,2,Samakande,-17.4615,32.78681,1970,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/02,5,Functional,Perennial,12,57,TRUE,592
Nyanga,2,Karikoga,-17.4142159,32.7899996,1990,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/21,2,Functional,Perennial,11,76,TRUE,37
Nyanga,2,Mangezi,-17.5335757,32.8168358,2015,30,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/21,2,Functional,Seasonal,5,57,TRUE,283
Nyanga,2,Renzva,-17.4769834,32.7247604,2005,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/10,6,Functional,Seasonal,0.694954958,74,TRUE,37
Nyanga,2,Samakande,-17.4741525,32.7839425,1990,0,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/06/13,2,Non-existent,Seasonal,0.442478185,39,FALSE,663
Chimanimani,4,Mundireki,-19.5582756,32.621101,2016,7,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/05,4,Functional,Seasonal,0.89008959,23,TRUE,130
Chimanimani,4,Mundireki,-19.5124412,32.614011,2005,20,Fully Functional,Submersible Pump,3,TRUE,Yes,2023/04/06,3,Functional,Perennial,35,31,TRUE,419
Chimanimani,4,Nyore,-19.5789829,32.6126954,1982,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/06,3,Non-existent,Perennial,22,113,TRUE,581
Chimanimani,8,Muchadzinetsa,-19.753691,32.423356,2013,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/24,2,Functional,Perennial,6,68,TRUE,409
